title|description|rating|release_date|length_minutes|poster|amazon_link|where_to_watch|genres|keywords|imdb_id|cast_and_crew
It|In the summer of 1989, a group of bullied kids band together to destroy a shape-shifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.|R|2017-09-08|135|https://m.media-amazon.com/images/M/MV5BZDVkZmI0YzAtNzdjYi00ZjhhLWE1ODEtMWMzMWMzNDA0NmQ4XkEyXkFqcGdeQXVyNzYzODM3Mzg@._V1_.jpg|||['Horror']|['based on novel', 'clown', 'evil clown', 'killer clown', 'balloon']|tt1396484|[{'first_name': 'Andy', 'last_name': 'Muschietti', 'role': 'director'}, {'first_name': 'Jaeden', 'last_name': 'Martell', 'role': 'cast'}, {'first_name': 'Jeremy Ray', 'last_name': 'Taylor', 'role': 'cast'}, {'first_name': 'Sophia', 'last_name': 'Lillis', 'role': 'cast'}, {'first_name': 'Finn', 'last_name': 'Wolfhard', 'role': 'cast'}, {'first_name': 'Chosen', 'last_name': 'Jacobs', 'role': 'cast'}, {'first_name': 'Jack Dylan', 'last_name': 'Grazer', 'role': 'cast'}, {'first_name': 'Wyatt', 'last_name': 'Oleff', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Skarsgård', 'role': 'cast'}, {'first_name': 'Nicholas', 'last_name': 'Hamilton', 'role': 'cast'}, {'first_name': 'Jake', 'last_name': 'Sim', 'role': 'cast'}, {'first_name': 'Logan', 'last_name': 'Thompson', 'role': 'cast'}, {'first_name': 'Owen', 'last_name': 'Teague', 'role': 'cast'}, {'first_name': 'Jackson Robert', 'last_name': 'Scott', 'role': 'cast'}, {'first_name': 'Stephen', 'last_name': 'Bogaert', 'role': 'cast'}, {'first_name': 'Stuart', 'last_name': 'Hughes', 'role': 'cast'}]
It Chapter Two|Twenty-seven years after their first encounter with the terrifying Pennywise, the Losers Club have grown up and moved away, until a devastating phone call brings them back.|R|2019-09-06|169|https://m.media-amazon.com/images/M/MV5BYTJlNjlkZTktNjEwOS00NzI5LTlkNDAtZmEwZDFmYmM2MjU2XkEyXkFqcGdeQXVyNjg2NjQwMDQ@._V1_.jpg|||['Drama', 'Fantasy', 'Horror']|['killer clown', 'based on the works of stephen king', 'clown', 'evil clown', 'evil']|tt7349950|[{'first_name': 'Andy', 'last_name': 'Muschietti', 'role': 'director'}, {'first_name': 'Jessica', 'last_name': 'Chastain', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'McAvoy', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Hader', 'role': 'cast'}, {'first_name': 'Isaiah', 'last_name': 'Mustafa', 'role': 'cast'}, {'first_name': 'Jay', 'last_name': 'Ryan', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Ransone', 'role': 'cast'}, {'first_name': 'Andy', 'last_name': 'Bean', 'role': 'cast'}, {'first_name': 'Bill', 'last_name': 'Skarsgård', 'role': 'cast'}, {'first_name': 'Jaeden', 'last_name': 'Martell', 'role': 'cast'}, {'first_name': 'Wyatt', 'last_name': 'Oleff', 'role': 'cast'}, {'first_name': 'Jack Dylan', 'last_name': 'Grazer', 'role': 'cast'}, {'first_name': 'Finn', 'last_name': 'Wolfhard', 'role': 'cast'}, {'first_name': 'Sophia', 'last_name': 'Lillis', 'role': 'cast'}, {'first_name': 'Chosen', 'last_name': 'Jacobs', 'role': 'cast'}, {'first_name': 'Jeremy Ray', 'last_name': 'Taylor', 'role': 'cast'}]
It Follows|A young woman is followed by an unknown supernatural force after a sexual encounter.|R|2015-03-13|100|https://m.media-amazon.com/images/M/MV5BMmU0MjBlYzYtZWY0MC00MjliLWI3ZmUtMzhlZDVjMWVmYWY4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['tied to a wheelchair', 'being followed', 'teenage girl', 'supernatural being', 'chloroform']|tt3235888|[{'first_name': 'David Robert', 'last_name': 'Mitchell', 'role': 'director'}, {'first_name': 'Bailey', 'last_name': 'Spry', 'role': 'cast'}, {'first_name': 'Carollette', 'last_name': 'Phillips', 'role': 'cast'}, {'first_name': 'Loren', 'last_name': 'Bass', 'role': 'cast'}, {'first_name': 'Keir', 'last_name': 'Gilchrist', 'role': 'cast'}, {'first_name': 'Maika', 'last_name': 'Monroe', 'role': 'cast'}, {'first_name': 'Lili', 'last_name': 'Sepe', 'role': 'cast'}, {'first_name': 'Charles', 'last_name': 'Gertner', 'role': 'cast'}, {'first_name': 'Debbie', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Olivia', 'last_name': 'Luccardi', 'role': 'cast'}, {'first_name': 'Jake', 'last_name': 'Weary', 'role': 'cast'}, {'first_name': 'Daniel', 'last_name': 'Zovatto', 'role': 'cast'}, {'first_name': 'Ruby', 'last_name': 'Harris', 'role': 'cast'}, {'first_name': 'Leisa', 'last_name': 'Pulido', 'role': 'cast'}, {'first_name': 'D.J.', 'last_name': 'Oliver', 'role': 'cast'}, {'first_name': 'Linda', 'last_name': 'Boston', 'role': 'cast'}]
Jeepers Creepers|A brother and sister driving home through isolated countryside for spring break encounter a flesh-eating creature which is in the midst of its ritualistic eating spree.|R|2001-08-31|90|https://m.media-amazon.com/images/M/MV5BMTkwNDU0NTE0OV5BMl5BanBnXkFtZTgwNzAzNzQyMTI@._V1_.jpg|||['Horror', 'Mystery']|['demon', 'wings', 'record player', 'eaten alive', 'scarecrow']|tt0263488|[{'first_name': 'Victor', 'last_name': 'Salva', 'role': 'director'}, {'first_name': 'Gina', 'last_name': 'Philips', 'role': 'cast'}, {'first_name': 'Justin', 'last_name': 'Long', 'role': 'cast'}, {'first_name': 'Jonathan', 'last_name': 'Breck', 'role': 'cast'}, {'first_name': 'Patricia', 'last_name': 'Belcher', 'role': 'cast'}, {'first_name': 'Brandon', 'last_name': 'Smith', 'role': 'cast'}, {'first_name': 'Eileen', 'last_name': 'Brennan', 'role': 'cast'}, {'first_name': 'Peggy', 'last_name': 'Sheffield', 'role': 'cast'}, {'first_name': 'Jeffrey William', 'last_name': 'Evans', 'role': 'cast'}, {'first_name': 'Patrick', 'last_name': 'Cherry', 'role': 'cast'}, {'first_name': 'Jon', 'last_name': 'Beshara', 'role': 'cast'}, {'first_name': 'Avis-Marie', 'last_name': 'Barnes', 'role': 'cast'}, {'first_name': 'Steve', 'last_name': 'Raulerson', 'role': 'cast'}, {'first_name': 'Tom', 'last_name': 'Tarantini', 'role': 'cast'}, {'first_name': 'William', 'last_name': 'Haze', 'role': 'cast'}, {'first_name': 'Kim', 'last_name': 'Kahana', 'role': 'cast'}]
Jennifer's Body|A newly-possessed high-school cheerleader turns into a succubus who specializes in killing her male classmates. Can her best friend put an end to the horror?|R|2009-09-18|102|https://m.media-amazon.com/images/M/MV5BMTMxNzYwMjc1Ml5BMl5BanBnXkFtZTcwNDI3MDE3Mg@@._V1_.jpg|||['Comedy', 'Horror']|['scene during end credits', 'satanic ritual', 'rock band', 'popular girl', 'cannibalism']|tt1131734|[{'first_name': 'Karyn', 'last_name': 'Kusama', 'role': 'director'}, {'first_name': 'Megan', 'last_name': 'Fox', 'role': 'cast'}, {'first_name': 'Amanda', 'last_name': 'Seyfried', 'role': 'cast'}, {'first_name': 'Johnny', 'last_name': 'Simmons', 'role': 'cast'}, {'first_name': 'Adam', 'last_name': 'Brody', 'role': 'cast'}, {'first_name': 'Sal', 'last_name': 'Cortez', 'role': 'cast'}, {'first_name': 'Ryan', 'last_name': 'Levine', 'role': 'cast'}, {'first_name': 'Juan', 'last_name': 'Riedinger', 'role': 'cast'}, {'first_name': 'Colin', 'last_name': 'Askey', 'role': 'cast'}, {'first_name': 'Chris', 'last_name': 'Pratt', 'role': 'cast'}, {'first_name': 'Juno', 'last_name': 'Rinaldi', 'role': 'cast'}, {'first_name': 'Kyle', 'last_name': 'Gallner', 'role': 'cast'}, {'first_name': 'Josh', 'last_name': 'Emerson', 'role': 'cast'}, {'first_name': 'J.K.', 'last_name': 'Simmons', 'role': 'cast'}, {'first_name': 'Amy', 'last_name': 'Sedaris', 'role': 'cast'}, {'first_name': 'Cynthia', 'last_name': 'Stevenson', 'role': 'cast'}]
Lake Mungo|Strange things start happening after a girl is found drowned in a lake.|R|2010-01-29|87|https://m.media-amazon.com/images/M/MV5BYzIzNDQ5YTUtZmI5Yi00MTU0LThhMTQtMDFlNDJiOWVjNjczXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg|||['Drama', 'Horror', 'Mystery']|['ghost', 'mockumentary', 'found footage', 'fake documentary', 'birthday']|tt0816556|[{'first_name': 'Joel', 'last_name': 'Anderson', 'role': 'director'}, {'first_name': 'Rosie', 'last_name': 'Traynor', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Pledger', 'role': 'cast'}, {'first_name': 'Martin', 'last_name': 'Sharpe', 'role': 'cast'}, {'first_name': 'Talia', 'last_name': 'Zucker', 'role': 'cast'}, {'first_name': 'Tania', 'last_name': 'Lentini', 'role': 'cast'}, {'first_name': 'Cameron', 'last_name': 'Strachan', 'role': 'cast'}, {'first_name': 'Judith', 'last_name': 'Roberts', 'role': 'cast'}, {'first_name': 'Robin', 'last_name': 'Cuming', 'role': 'cast'}, {'first_name': 'Marcus', 'last_name': 'Costello', 'role': 'cast'}, {'first_name': 'Chloe', 'last_name': 'Armstrong', 'role': 'cast'}, {'first_name': 'Carole', 'last_name': 'Patullo', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Dunn', 'role': 'cast'}, {'first_name': 'Laurie', 'last_name': 'Dunn', 'role': 'cast'}, {'first_name': 'Kirsty', 'last_name': 'McDonald', 'role': 'cast'}, {'first_name': 'James', 'last_name': 'Lawson', 'role': 'cast'}]
The Last Exorcism|A troubled evangelical minister agrees to let his last exorcism be filmed by a documentary crew.|PG-13|2010-08-27|87|https://m.media-amazon.com/images/M/MV5BNDc4Mjk2MjA0NF5BMl5BanBnXkFtZTcwMzMyNjQ3Mw@@._V1_.jpg|||['Horror', 'Mystery', 'Thriller']|['exorcism', 'no music', 'documentary crew', 'cult film', 'found footage']|tt1320244|[{'first_name': 'Daniel', 'last_name': 'Stamm', 'role': 'director'}, {'first_name': 'Patrick', 'last_name': 'Fabian', 'role': 'cast'}, {'first_name': 'Ashley', 'last_name': 'Bell', 'role': 'cast'}, {'first_name': 'Iris', 'last_name': 'Bahr', 'role': 'cast'}, {'first_name': 'Louis', 'last_name': 'Herthum', 'role': 'cast'}, {'first_name': 'Caleb Landry', 'last_name': 'Jones', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Bentley', 'role': 'cast'}, {'first_name': 'John Wright', 'last_name': 'Jr.', 'role': 'cast'}, {'first_name': 'Shanna', 'last_name': 'Forrestall', 'role': 'cast'}, {'first_name': 'Justin', 'last_name': 'Shafer', 'role': 'cast'}, {'first_name': 'Carol', 'last_name': 'Sutton', 'role': 'cast'}, {'first_name': 'Victoria', 'last_name': 'Patenaude', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Wilmot', 'role': 'cast'}, {'first_name': 'Becky', 'last_name': 'Fly', 'role': 'cast'}, {'first_name': 'Denise', 'last_name': 'Lee', 'role': 'cast'}, {'first_name': 'Logan Craig', 'last_name': 'Reid', 'role': 'cast'}]
The Last House on the Left|Two teenage girls heading to a rock concert for one's birthday try to score marijuana in the city, where they are kidnapped and brutalized by a gang of psychopathic convicts.|R|1972-08-30|84|https://m.media-amazon.com/images/M/MV5BYTJkMWNlMjQtZTNhNS00NGM5LWE5NDItZDg4YzFkZmQ1NmRhXkEyXkFqcGdeQXVyMTUzMDUzNTI3._V1_.jpg|||['Crime', 'Horror', 'Thriller']|['rape', 'sexual humiliation', 'girl in jeopardy', 'sadistic murderer', 'female victim']|tt0068833|[{'first_name': 'Wes', 'last_name': 'Craven', 'role': 'director'}, {'first_name': 'Sandra', 'last_name': 'Peabody', 'role': 'cast'}, {'first_name': 'Lucy', 'last_name': 'Grantham', 'role': 'cast'}, {'first_name': 'David', 'last_name': 'Hess', 'role': 'cast'}, {'first_name': 'Fred J.', 'last_name': 'Lincoln', 'role': 'cast'}, {'first_name': 'Jeramie', 'last_name': 'Rain', 'role': 'cast'}, {'first_name': 'Marc', 'last_name': 'Sheffler', 'role': 'cast'}, {'first_name': 'Richard', 'last_name': 'Towers', 'role': 'cast'}, {'first_name': 'Cynthia', 'last_name': 'Carr', 'role': 'cast'}, {'first_name': 'Ada', 'last_name': 'Washington', 'role': 'cast'}, {'first_name': 'Marshall', 'last_name': 'Anker', 'role': 'cast'}, {'first_name': 'Martin', 'last_name': 'Kove', 'role': 'cast'}, {'first_name': 'Ray', 'last_name': 'Edwards', 'role': 'cast'}]
The Last House on the Left|After kidnapping and brutally assaulting two young women, a gang unknowingly finds refuge at a vacation home belonging to the parents of one of the victims: a mother and father who devise an increasingly gruesome series of revenge...|R|2009-03-13|110|https://m.media-amazon.com/images/M/MV5BMjExMTM4MDAwOF5BMl5BanBnXkFtZTcwODcyMDIzMg@@._V1_.jpg|||['Horror', 'Thriller']|['kidnapping', 'psychopath', 'revenge', 'escaped killer', 'microwave oven']|tt0844708|[{'first_name': 'Dennis', 'last_name': 'Iliadis', 'role': 'director'}, {'first_name': 'Garret', 'last_name': 'Dillahunt', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Bowen', 'role': 'cast'}, {'first_name': 'Josh', 'last_name': 'Coxx', 'role': 'cast'}, {'first_name': 'Riki', 'last_name': 'Lindhome', 'role': 'cast'}, {'first_name': 'Aaron', 'last_name': 'Paul', 'role': 'cast'}, {'first_name': 'Sara', 'last_name': 'Paxton', 'role': 'cast'}, {'first_name': 'Monica', 'last_name': 'Potter', 'role': 'cast'}, {'first_name': 'Tony', 'last_name': 'Goldwyn', 'role': 'cast'}, {'first_name': 'Martha', 'last_name': 'MacIsaac', 'role': 'cast'}, {'first_name': 'Spencer Treat', 'last_name': 'Clark', 'role': 'cast'}, {'first_name': 'Usha', 'last_name': 'Khan', 'role': 'cast'}]
Lights Out|Rebecca must unlock the terror behind her little brother's experiences that once tested her sanity, bringing her face to face with a supernatural spirit attached to their mother.|PG-13|2016-07-22|81|https://m.media-amazon.com/images/M/MV5BODc1MjAxZGQtYTZhOC00NWI4LTk1M2EtY2RkYjM0YjlhOGNhXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_.jpg|||['Horror', 'Mystery']|['switching lights on and off', 'mother daughter estrangement', 'woman in jeopardy', 'bedroom', 'young woman']|tt4786282|[{'first_name': 'David F.', 'last_name': 'Sandberg', 'role': 'director'}, {'first_name': 'Teresa', 'last_name': 'Palmer', 'role': 'cast'}, {'first_name': 'Gabriel', 'last_name': 'Bateman', 'role': 'cast'}, {'first_name': 'Alexander', 'last_name': 'DiPersia', 'role': 'cast'}, {'first_name': 'Billy', 'last_name': 'Burke', 'role': 'cast'}, {'first_name': 'Maria', 'last_name': 'Bello', 'role': 'cast'}, {'first_name': 'Alicia', 'last_name': 'Vela-Bailey', 'role': 'cast'}, {'first_name': 'Andi', 'last_name': 'Osho', 'role': 'cast'}, {'first_name': 'Rolando', 'last_name': 'Boyce', 'role': 'cast'}, {'first_name': 'Maria', 'last_name': 'Russell', 'role': 'cast'}, {'first_name': 'Elizabeth', 'last_name': 'Pan', 'role': 'cast'}, {'first_name': 'Lotta', 'last_name': 'Losten', 'role': 'cast'}, {'first_name': 'Amiah', 'last_name': 'Miller', 'role': 'cast'}, {'first_name': 'Ava', 'last_name': 'Cantrell', 'role': 'cast'}, {'first_name': 'Emily Alyn', 'last_name': 'Lind', 'role': 'cast'}]
Malignant|Madison is paralyzed by shocking visions of grisly murders, and her torment worsens as she discovers that these waking dreams are in fact terrifying realities.|R|2021-09-10|111|https://m.media-amazon.com/images/M/MV5BYTc0NWIwOTYtNzEwYi00YmUyLTlmYWYtYjJiZjRjN2RjMjAxXkEyXkFqcGdeQXVyMTEyMjM2NDc2._V1_.jpg|||['Crime', 'Horror', 'Mystery']|['woman in jeopardy', 'body horror', 'giallo esque', 'imaginary friend', 'serial killer']|tt3811906|[{'first_name': 'James', 'last_name': 'Wan', 'role': 'director'}, {'first_name': 'Annabelle', 'last_name': 'Wallis', 'role': 'cast'}, {'first_name': 'Maddie', 'last_name': 'Hasson', 'role': 'cast'}, {'first_name': 'George', 'last_name': 'Young', 'role': 'cast'}, {'first_name': 'Michole Briana', 'last_name': 'White', 'role': 'cast'}, {'first_name': 'Jean Louisa', 'last_name': 'Kelly', 'role': 'cast'}, {'first_name': 'Susanna', 'last_name': 'Thompson', 'role': 'cast'}, {'first_name': 'Jake', 'last_name': 'Abel', 'role': 'cast'}, {'first_name': 'Jacqueline', 'last_name': 'McKenzie', 'role': 'cast'}, {'first_name': 'Christian', 'last_name': 'Clemenson', 'role': 'cast'}, {'first_name': 'Amir', 'last_name': 'AboulEla', 'role': 'cast'}, {'first_name': 'Mercedes', 'last_name': 'Colon', 'role': 'cast'}, {'first_name': 'Ingrid', 'last_name': 'Bisu', 'role': 'cast'}, {'first_name': 'Ruben', 'last_name': 'Pla', 'role': 'cast'}, {'first_name': 'Jon Lee', 'last_name': 'Brody', 'role': 'cast'}, {'first_name': 'Paula', 'last_name': 'Marshall', 'role': 'cast'}]
M3GAN|A robotics engineer at a toy company builds a life-like doll that begins to take on a life of its own.|PG-13|2023-01-06|102|https://m.media-amazon.com/images/M/MV5BMDk4MTdhYzEtODk3OS00ZDBjLWFhNTQtMDI2ODdjNzQzZTA3XkEyXkFqcGdeQXVyMjMxOTE0ODA@._V1_.jpg|||['Horror', 'Sci-Fi', 'Thriller']|['artificial intelligence', 'orphaned girl', 'robot sci fi', 'aunt niece relationship', 'death of parents']|tt8760708|[{'first_name': 'Gerard', 'last_name': 'Johnstone', 'role': 'director'}, {'first_name': 'Allison', 'last_name': 'Williams', 'role': 'cast'}, {'first_name': 'Violet', 'last_name': 'McGraw', 'role': 'cast'}, {'first_name': 'Ronny', 'last_name': 'Chieng', 'role': 'cast'}, {'first_name': 'Amie', 'last_name': 'Donald', 'role': 'cast'}, {'first_name': 'Jenna', 'last_name': 'Davis', 'role': 'cast'}, {'first_name': 'Brian Jordan', 'last_name': 'Alvarez', 'role': 'cast'}, {'first_name': 'Jen Van', 'last_name': 'Epps', 'role': 'cast'}, {'first_name': 'Stephane', 'last_name': 'Garneau-Monten', 'role': 'cast'}, {'first_name': 'Lori', 'last_name': 'Dungey', 'role': 'cast'}, {'first_name': 'Amy', 'last_name': 'Usherwood', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Cassidy', 'role': 'cast'}, {'first_name': 'Michael', 'last_name': 'Saccente', 'role': 'cast'}, {'first_name': 'Samson', 'last_name': 'Chan-Boon', 'role': 'cast'}, {'first_name': 'Kira', 'last_name': 'Josephson', 'role': 'cast'}, {'first_name': 'Renee', 'last_name': 'Lyons', 'role': 'cast'}]
Midsommar|A couple travels to Northern Europe to visit a rural hometown's fabled Swedish mid-summer festival. What begins as an idyllic retreat quickly devolves into an increasingly violent and bizarre competition at the hands of a pagan cult.|R|2019-07-03|148|https://m.media-amazon.com/images/M/MV5BMzQxNzQzOTQwM15BMl5BanBnXkFtZTgwMDQ2NTcwODM@._V1_.jpg|||['Drama', 'Horror', 'Mystery']|['religious cult', 'cult', 'grief', 'burned alive', 'summer festival']|tt8772262|[{'first_name': 'Ari', 'last_name': 'Aster', 'role': 'director'}, {'first_name': 'Florence', 'last_name': 'Pugh', 'role': 'cast'}, {'first_name': 'Jack', 'last_name': 'Reynor', 'role': 'cast'}, {'first_name': 'Vilhelm', 'last_name': 'Blomgren', 'role': 'cast'}, {'first_name': 'William Jackson', 'last_name': 'Harper', 'role': 'cast'}, {'first_name': 'Will', 'last_name': 'Poulter', 'role': 'cast'}, {'first_name': 'Ellora', 'last_name': 'Torchia', 'role': 'cast'}, {'first_name': 'Archie', 'last_name': 'Madekwe', 'role': 'cast'}, {'first_name': 'Henrik', 'last_name': 'Norlén', 'role': 'cast'}, {'first_name': 'Gunnel', 'last_name': 'Fred', 'role': 'cast'}, {'first_name': 'Isabelle', 'last_name': 'Grill', 'role': 'cast'}, {'first_name': 'Agnes', 'last_name': 'Rase', 'role': 'cast'}, {'first_name': 'Julia', 'last_name': 'Ragnarsson', 'role': 'cast'}, {'first_name': 'Mats', 'last_name': 'Blomgren', 'role': 'cast'}, {'first_name': 'Lars', 'last_name': 'Väringer', 'role': 'cast'}, {'first_name': 'Anna', 'last_name': 'Åström', 'role': 'cast'}]
Mirrors|An ex-cop and his family are the target of an evil force that is using mirrors as a gateway into their home.|R|2008-08-15|110|https://m.media-amazon.com/images/M/MV5BMTI2NTA1ODEyOF5BMl5BanBnXkFtZTcwNjc3MjY3MQ@@._V1_.jpg|||['Horror', 'Mystery']|['mirror', 'psychiatric hospital', 'female rear nudity', 'supernatural horror', 'remake']|tt0790686|[{'first_name': 'Alexandre', 'last_name': 'Aja', 'role': 'director'}, {'first_name': 'Kiefer', 'last_name': 'Sutherland', 'role': 'cast'}, {'first_name': 'Paula', 'last_name': 'Patton', 'role': 'cast'}, {'first_name': 'Cameron', 'last_name': 'Boyce', 'role': 'cast'}, {'first_name': 'Arika', 'last_name': 'Gluck', 'role': 'cast'}, {'first_name': 'Amy', 'last_name': 'Smart', 'role': 'cast'}, {'first_name': 'Mary Beth', 'last_name': 'Peil', 'role': 'cast'}, {'first_name': 'John', 'last_name': 'Shrapnel', 'role': 'cast'}, {'first_name': 'Jason', 'last_name': 'Flemyng', 'role': 'cast'}, {'first_name': 'Tim', 'last_name': 'Ahern', 'role': 'cast'}, {'first_name': 'Julian', 'last_name': 'Glover', 'role': 'cast'}, {'first_name': 'Josh', 'last_name': 'Cole', 'role': 'cast'}, {'first_name': 'Ezra', 'last_name': 'Buzzington', 'role': 'cast'}, {'first_name': 'Aida', 'last_name': 'Doina', 'role': 'cast'}, {'first_name': 'Ioana', 'last_name': 'Abur', 'role': 'cast'}, {'first_name': 'Darren', 'last_name': 'Kent', 'role': 'cast'}]
